id,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
78,crocs Men's Clog,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71lcSsp4tHL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Classic-Oxygen-10001-4TB/dp/B09GGXJ8T6/ref=sr_1_104?qid=1679148621&s=shoes&sr=1-104,3.9,"24,171","?1,497","?3,995"
79,HOCKWOOD Stylish Lightweight Casual Sneaker Shoe for Mens & Boys,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51rbpuoJsaL._AC_UL320_.jpg,https://www.amazon.in/HOCKWOOD-Stylish-Lightweight-Sneaker-Numeric_7/dp/B09HKVQ29F/ref=sr_1_101?qid=1679148623&s=shoes&sr=1-101,3.9,"1,207",?795,"?1,299"
80,crocs Bayaband Navy/Pepper Clog-(205089-4CC)-12 UK Men (M13),1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ykzMlCWqL._AC_UL320_.jpg,https://www.amazon.in/crocs-Bayaband-Pepper-Clog-205089-4CC/dp/B0BQHVLTDH/ref=sr_1_102?qid=1679148623&s=shoes&sr=1-102,,,"?2,377","?4,495"
81,BATA mens Jazz Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91yMrhgxGYL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mens-Beige-Canvas-Sneakers/dp/B00SWEF2EK/ref=sr_1_103?qid=1679148623&s=shoes&sr=1-103,3.7,307,?369,?499
82,"Bersache Lightweight White Color Changing Casual Shoes Sole | Comfortable Outdoor, Casual, Sneakers, Walking, Gym, Trainin...",1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51OwLvN0boL._AC_UL320_.jpg,https://www.amazon.in/Bersache-Lightweight-Changing-Comfortable-Sneakers/dp/B0BV67G4NH/ref=sr_1_104?qid=1679148623&s=shoes&sr=1-104,4.6,6,?664,"?4,999"
83,Woodland Mens OGC 3608119 Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71k8TsERkwL._AC_UL320_.jpg,https://www.amazon.in/Woodland-Leather-Sneaker-OGC-3608119_Olive/dp/B08T473YPW/ref=sr_1_105?qid=1679148623&s=shoes&sr=1-105,4,504,"?2,337","?3,895"
84,"ASIAN Men's SKYPEE-33 High Top Casual Chunky Fashion Sneakers,Dancing Shoes | Basketball Shoes with Rubber Outsole for Boys",1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51gy2l7-bYL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Skypee-33-Walking-Running-Sneaker/dp/B09V2ZF6FZ/ref=sr_1_106?qid=1679148623&s=shoes&sr=1-106,3.5,520,?508,?999
85,crocs Unisex-Adult Bayaband Black or White Clogs-7 Men/ 8 UK Women (M8W10) (205089),1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51I8wNtYWGL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Bayaband-Clogs-M8W10-205089/dp/B07FKXSPM9/ref=sr_1_107?qid=1679148623&s=shoes&sr=1-107,4.4,870,"?1,922","?2,995"
86,"crocs Unisex-Adult Bayaband Clog (Black, White)",1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Y3xpl-GSL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Bayaband-Black-Clogs-8-205089-066/dp/B0819RJD2D/ref=sr_1_108?qid=1679148623&s=shoes&sr=1-108,4.2,"1,143","?1,922","?3,495"
87,crocs Bayaband Unisex-Adult White/Navy_N Clog - 10 UK Men (M11) (205089-126),1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61A0JAzTUOL._AC_UL320_.jpg,https://www.amazon.in/crocs-Bayaband-Unisex-Adult-White-Navy_N/dp/B0BQHTDPYV/ref=sr_1_110?qid=1679148623&s=shoes&sr=1-110,4,1,"?2,113","?4,495"
88,OZJI Men's Basketball Casual Boots,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/614+cjRAPwL._AC_UL320_.jpg,https://www.amazon.in/OZJI-Ozji-Ankle-Basketball-Shoes/dp/B09FTN25DP/ref=sr_1_111?qid=1679148623&s=shoes&sr=1-111,3.2,879,?524,"?1,699"
89,MACTREE Men's Mid Top Ankle Sneakers Boots,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51GwGDsHg8L._AC_UL320_.jpg,https://www.amazon.in/MACTREE-Grey-Synthetic-Sneakers-Shoes/dp/B0B84YKG4J/ref=sr_1_112?qid=1679148623&s=shoes&sr=1-112,3.4,323,?648,"?3,995"
90,Red Tape Men Black Clogs,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61W45BGUOXL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Men-Black-Clogs/dp/B0B9WZQLWN/ref=sr_1_113?qid=1679148623&s=shoes&sr=1-113,3.6,10,?682,"?2,399"
91,Sparx Mens Sc0162g Sneakers,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61kAG+1cTIL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-Black-Sneakers-162-42/dp/B07GJNY3P3/ref=sr_1_114?qid=1679148623&s=shoes&sr=1-114,4.1,"2,995",?769,"?1,099"
92,"Neeman's Knit Loafers for Men | Lightweight Shoes for Boys, Designed for All Seasons",1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51-2tgbkcCL._AC_UL320_.jpg,https://www.amazon.in/Neemans-Loafers-Lightweight-Designed-Seasons/dp/B0BH95W6VK/ref=sr_1_115?qid=1679148623&s=shoes&sr=1-115,3.8,83,"?1,649","?2,999"
93,BATA Mens Denim Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PkG1LLW-L._AC_UL320_.jpg,https://www.amazon.in/BATA-Denim-Casual-Shoes-8599385/dp/B0B2S4ZDXG/ref=sr_1_116?qid=1679148623&s=shoes&sr=1-116,3.7,131,?551,?799
94,BATA Mens Wonder Rain Shoe,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71hs6BMvSBL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mens-Wonder-Sneakers-8-8529188/dp/B07XMHB66W/ref=sr_1_121?qid=1679148623&s=shoes&sr=1-121,4,"1,474",?551,?699
95,Sparx Mens Sm-747 Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71HHkN+UvmL._AC_UL320_.jpg,https://www.amazon.in/Sparx-SM-747-White-Casual-SD0747G_WHBK_0008/dp/B0B87ZP2R1/ref=sr_1_123?qid=1679148623&s=shoes&sr=1-123,3.7,186,?764,?899
96,Aqualite Super Comfortable Anti-Skid Clogs For Mens,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51aXIAavQJL._AC_UL320_.jpg,https://www.amazon.in/Aqualite-Weight-Resistant-Cushioned-Navy-Green/dp/B0BRFWV94T/ref=sr_1_124?qid=1679148623&s=shoes&sr=1-124,3.9,72,?499,?899
97,AADI Men's Canvas Outdoor Casual Loafer - MRJ1641,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51s3NWRb4MS._AC_UL320_.jpg,https://www.amazon.in/AADI-Canvas-Outdoor-Casual-Loafer/dp/B0999NQW3Y/ref=sr_1_125?qid=1679148623&s=shoes&sr=1-125,3.2,568,?189,?999
98,BATA Mens I-and Laceup Black Casual Shoes,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51LoLwn9lcL._AC_UL320_.jpg,https://www.amazon.in/BATA-Laceup-Black-Casual-8216179/dp/B09WYD7NVB/ref=sr_1_126?qid=1679148623&s=shoes&sr=1-126,3.7,9,"?1,151","?1,799"
99,Skechers Men's Ultra Flex 2.0-Litewilde Sneakers,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71I-dBxMSnL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Mens-Low-Top-Trainers-Black/dp/B07P491L5S/ref=sr_1_127?qid=1679148623&s=shoes&sr=1-127,4.1,353,"?2,884","?4,999"
100,"BATA Mens Kevin Slipon Casual Shoes, (8513823)",1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51A7AJD3p1L._AC_UL320_.jpg,https://www.amazon.in/BATA-Kevin-Slipon-Casual-8513823/dp/B09XBRG3LB/ref=sr_1_129?qid=1679148623&s=shoes&sr=1-129,4.3,18,"?1,179","?1,999"
101,Helios Pack of 3 Shoe Shine On For All Type of Leather,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51PDXkkOOWL._AC_UL320_.jpg,https://www.amazon.in/Pack-Helios-Shoe-Shine-Leather/dp/B09FLL72WS/ref=sr_1_130?qid=1679148623&s=shoes&sr=1-130,5,1,?179,?597
102,crocs unisex-adult Bayaband Slide Sliders,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/714fTAW19wL._AC_UL320_.jpg,https://www.amazon.in/crocs-205392-4CC-Bayaband-Slide/dp/B07B87JNYS/ref=sr_1_131?qid=1679148623&s=shoes&sr=1-131,4.3,"5,068","?1,497","?2,995"
103,Puma Mens Pacer Fire Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81z58rA6MoL._AC_UL320_.jpg,https://www.amazon.in/Puma-Pacer-Peacoat-High-Sneaker-8-38046901/dp/B08QVGRPGK/ref=sr_1_132?qid=1679148623&s=shoes&sr=1-132,4,"1,090","?2,130","?4,499"
104,U.S. POLO ASSN. Mens Gama 2.0 Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Mq7EzPsEL._AC_UL320_.jpg,https://www.amazon.in/U-S-POLO-ASSN-Sneakers-2FD22387A01/dp/B0B45XDZPL/ref=sr_1_133?qid=1679148623&s=shoes&sr=1-133,4,98,"?1,719","?4,299"
105,BATA Mens New Mesh Mushy Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Q5s0ll1LL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mushy-Casual-Shoes-8896226/dp/B09XDJ49JK/ref=sr_1_134?qid=1679148623&s=shoes&sr=1-134,3.7,42,?443,?599
106,crocs Unisex-Adult LiteRide Clog,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71aH0WAx1FL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Literide-Black-Clogs-9-204592-05M/dp/B0819S4JZS/ref=sr_1_135?qid=1679148623&s=shoes&sr=1-135,4,"29,567","?4,270","?4,795"
107,TYAZDER Casual Clogs/Sandals Sneaker Shoes for Men's,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71-G+Ms7lDL._AC_UL320_.jpg,https://www.amazon.in/TYAZDER-Casual-Sandals-Sneaker-Numeric_10/dp/B0BJPGFXJT/ref=sr_1_136?qid=1679148623&s=shoes&sr=1-136,3.1,259,?699,?999
108,Vellinto mens Ethnic Shoes loafer flat,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71rcudq5XFL._AC_UL320_.jpg,https://www.amazon.in/Vellinto%C2%AE-Ethnic-Juttis-Mojaris-Loafers/dp/B08WWY3CPT/ref=sr_1_137?qid=1679148623&s=shoes&sr=1-137,4,636,?598,"?1,299"
109,Puma Unisex-Adult Punch 2.0 Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61m7ejRcBhL._AC_UL320_.jpg,https://www.amazon.in/Puma-Unisex-Adult-Punch-Black-Puma-Sneaker/dp/B0B6GD111V/ref=sr_1_139?qid=1679148623&s=shoes&sr=1-139,3.9,74,"?1,889","?2,999"
110,TRACES Stylish Trendy Lightweight Canvas Casual High Top Sneaker Shoes for Boys & Mens,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61DSEfdR2NL._AC_UL320_.jpg,https://www.amazon.in/TRACES-Stylish-Lightweight-Sneaker-UK/dp/B0B5WSNPP6/ref=sr_1_140?qid=1679148623&s=shoes&sr=1-140,3.9,153,?785,"?1,299"
111,Skechers Mens Bounder-rinstet Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/7139NXICbXL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Mens-Bounder-RINSTET-Sneaker-232068-NVY/dp/B084MHVM3X/ref=sr_1_141?qid=1679148623&s=shoes&sr=1-141,4.7,32,"?3,172","?5,499"
112,BATA mens Nu Driver Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Nr4bStWYS._AC_UL320_.jpg,https://www.amazon.in/BATA-Driver-Black-Sneaker-8526821/dp/B096BF3KJ3/ref=sr_1_142?qid=1679148623&s=shoes&sr=1-142,3.4,127,?443,?599
113,US Polo Association Mens Zane 4.0 Clogs,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PuUNi40gL._AC_UL320_.jpg,https://www.amazon.in/US-Polo-Association-Sliders-9-2FD22083Z01/dp/B09RH1NX66/ref=sr_1_143?qid=1679148623&s=shoes&sr=1-143,3.5,168,?899,"?1,599"
114,Sparx Men Sneakers,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81kcEIOUJsL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-Sneakers-8-India-SC0322G/dp/B0798NBZ6R/ref=sr_1_145?qid=1679148623&s=shoes&sr=1-145,4.1,"8,884",?839,"?1,199"
115,BATA Men's Synthetic Casual Slip On Shoes,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Yz2lZZ4oL._AC_UL320_.jpg,https://www.amazon.in/Bata-Mens-Tan-Loafers-851-4790-43/dp/B078Y8F12P/ref=sr_1_146?qid=1679148623&s=shoes&sr=1-146,3.8,"1,828",,"?1,199"
116,Hush Puppies Mens Corso Loafer Loafer,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61a1w6tuQzL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-MenCORSO-Loafer-8346634/dp/B0BN162KYC/ref=sr_1_147?qid=1679148623&s=shoes&sr=1-147,,,"?2,016","?4,499"
117,BATA Mens E- Goldie Sneaker,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51v36N6anVL._AC_UL320_.jpg,https://www.amazon.in/North-Star-Goldie-Sneaker-8316531/dp/B0B5LC35PJ/ref=sr_1_148?qid=1679148623&s=shoes&sr=1-148,3.6,22,"?1,259.55","?2,799"
118,Skechers Mens Go Walk 5 - Delco Walking Shoes,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51pQ7i8sfjL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Mens-Gowalk-Delco-Slip/dp/B085WTC9V9/ref=sr_1_149?qid=1679148623&s=shoes&sr=1-149,4.3,132,"?3,673","?6,499"
119,Puma Mens Seawalk Running Shoes,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81G09nYZVIL._AC_UL320_.jpg,https://www.amazon.in/Seawalk-Peacoat-White-Sneakers-8-37189201/dp/B07NQJFJRN/ref=sr_1_150?qid=1679148623&s=shoes&sr=1-150,4.2,"4,084","?1,519","?3,999"
120,US Polo Association Mens Madryn 2.o Sneakers,1,7,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71o4DiZDTJL._AC_UL320_.jpg,https://www.amazon.in/US-Polo-Association-Sneaker-2FD21145A01/dp/B08VWFH9CP/ref=sr_1_152?qid=1679148623&s=shoes&sr=1-152,3.9,324,"?1,869","?3,399"
121,Skechers Men's Bounder-mirkle Sneaker,1,7,https://m.media-amazon.com/images/I/71SC-J4JQVS._AC_UL320_.jpg,https://www.amazon.in/Skechers-Bounder-Mirkle-Black-Sneakers-8-52595-BBK/dp/B07YSM9RBH/ref=sr_1_150?qid=1679148625&s=shoes&sr=1-150,3.8,391,"?3,172","?5,499"
122,Hush Puppies Mens Taylor Slip on Sneaker,1,7,https://m.media-amazon.com/images/I/71GvmSZGGNS._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Taylor-Sneaker-7-8556146/dp/B096BHFTGZ/ref=sr_1_154?qid=1679148625&s=shoes&sr=1-154,3.7,465,"?1,917","?3,499"
123,Skechers Mens Equalizer 4.0 - Persisting Sneakers,1,7,https://m.media-amazon.com/images/I/81jqn-ZSOhL._AC_UL320_.jpg,https://www.amazon.in/Skechers-mens-Slip-Loafer-76/dp/B084118SNV/ref=sr_1_155?qid=1679148625&s=shoes&sr=1-155,4.4,"4,853","?2,999","?4,999"
124,Sparx Mens Sc0641g Sneaker,1,7,https://m.media-amazon.com/images/I/61d2O0JMh8L._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-Black-Sneaker-SC0641G/dp/B09BJVFFQ6/ref=sr_1_156?qid=1679148625&s=shoes&sr=1-156,4,77,"?1,014","?1,399"
125,BRUTON Men's Casual Shoes Pack of 5 (Multicolor),1,7,https://m.media-amazon.com/images/I/51dYlvKSjTL._AC_UL320_.jpg,https://www.amazon.in/BRUTON-Mens-Casual-Shoes-Pack/dp/B08FJC1Y15/ref=sr_1_157?qid=1679148625&s=shoes&sr=1-157,3.4,120,?699,"?2,499"
126,Mochi Men's Leather Loafers Shoes (71-8512),1,7,https://m.media-amazon.com/images/I/71chOEdSS6L._AC_UL320_.jpg,https://www.amazon.in/Mochi-Leather-Loafer-Flat-9-71-8512/dp/B09BK7YGZX/ref=sr_1_158?qid=1679148625&s=shoes&sr=1-158,3.6,392,"?1,369","?2,490"
127,Prolific Men's Casual Loafers & Driving Shoes,1,7,https://m.media-amazon.com/images/I/71yOjSta+RL._AC_UL320_.jpg,https://www.amazon.in/Prolific-Casual-Loafers-Driving-Shoes/dp/B08GM9JVRR/ref=sr_1_159?qid=1679148625&s=shoes&sr=1-159,3.4,414,?668,"?2,999"
128,Centrino Men's 6712-2 Sneakers,1,7,https://m.media-amazon.com/images/I/61AX8i8po3L._AC_UL320_.jpg,https://www.amazon.in/Centrino-Black-Mens-Sneakers-6712-3/dp/B09B2JJ5TM/ref=sr_1_160?qid=1679148625&s=shoes&sr=1-160,3.7,"1,455",?699,"?2,199"
129,Puma Mens Alfarun Sneaker,1,7,https://m.media-amazon.com/images/I/51Mc04bINuL._AC_UL320_.jpg,https://www.amazon.in/Puma-Alfarun-White-Team-Royal-Red-Sneaker/dp/B0BVM9X1H5/ref=sr_1_161?qid=1679148625&s=shoes&sr=1-161,5,1,"?1,849","?4,999"
130,Sauran Boots For Men (Black),1,7,https://m.media-amazon.com/images/I/41S75S0N8ML._AC_UL320_.jpg,https://www.amazon.in/Sauran-Boots-For-Men-Black/dp/B0BG22N81F/ref=sr_1_162?qid=1679148625&s=shoes&sr=1-162,2.7,5,?291,?600
131,road runner Stylish Lightweight Casual Sneaker Shoe for Mens & Boys,1,7,https://m.media-amazon.com/images/I/51JWGwQQ21L._AC_UL320_.jpg,https://www.amazon.in/road-runner-Stylish-Lightweight-Sneaker/dp/B0BC5LV5DT/ref=sr_1_163?qid=1679148625&s=shoes&sr=1-163,3.3,30,?499,?999
132,"BATA Mens Neville Loafers, (8516033)",1,7,https://m.media-amazon.com/images/I/513omfuaCkL._AC_UL320_.jpg,https://www.amazon.in/BATA-Neville-Loafers-8516033-Black/dp/B09XBR31WM/ref=sr_1_164?qid=1679148625&s=shoes&sr=1-164,,,"?1,061","?1,799"
133,crocs Unisex-Adult Classic Sandal,1,7,https://m.media-amazon.com/images/I/71NIqbiUvpL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisexs-Slate-Clogs-M7W9-10001-0DA/dp/B08C15SZW1/ref=sr_1_169?qid=1679148625&s=shoes&sr=1-169,4.2,"13,275","?1,497","?2,995"
134,FENTACIA Men Casual Penny Loafers,1,7,https://m.media-amazon.com/images/I/71KQP5m9M+L._AC_UL320_.jpg,https://www.amazon.in/FENTACIA-Synthetic-Leather-UK6-UK12-Available/dp/B084LDN9P6/ref=sr_1_170?qid=1679148625&s=shoes&sr=1-170,3.6,"3,634",?750,"?4,499"
135,FENTACIA Men's Chelsea boot,1,7,https://m.media-amazon.com/images/I/71l9Y8IwcaL._AC_UL320_.jpg,https://www.amazon.in/FENTACIA-Synthetic-Leather-Formal-Chelsea/dp/B08GCV5YYY/ref=sr_1_172?qid=1679148625&s=shoes&sr=1-172,3.4,"1,298","?1,157","?5,999"
136,Hush Puppies Mens Zampa Crust Uniform Dress Shoe,1,7,https://m.media-amazon.com/images/I/71umrmUX93L._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Sneaker-Tan_10-UK_8243646/dp/B09NKSGD1H/ref=sr_1_173?qid=1679148625&s=shoes&sr=1-173,4.1,457,"?2,240","?4,999"
137,Woodland Mens Gc 1868115nw Sneaker,1,7,https://m.media-amazon.com/images/I/81P25a+82eL._AC_UL320_.jpg,https://www.amazon.in/Woodland-Tobacco-Leather-GC-1868115NW/dp/B0BR5LNRTT/ref=sr_1_174?qid=1679148625&s=shoes&sr=1-174,4.6,7,"?2,466","?4,195"
138,ASIAN Mens Hattrick-27 Loafer,1,7,https://m.media-amazon.com/images/I/611VlDgNorL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Hattrick-27-Running-Sneakers-Lightweight/dp/B09SY1HMWB/ref=sr_1_175?qid=1679148625&s=shoes&sr=1-175,3.8,546,?678,"?1,499"
139,Centrino 7711 Men's Shoes,1,7,https://m.media-amazon.com/images/I/71bkmC8Ks0L._AC_UL320_.jpg,https://www.amazon.in/Centrino-Mens-7715-Sneakers-8-7715-01/dp/B0821VMDKJ/ref=sr_1_176?qid=1679148625&s=shoes&sr=1-176,3.7,590,?688.78,"?1,499"
140,crocs unisex-adult Crocband Clog Clog,1,7,https://m.media-amazon.com/images/I/41jCVyJauIL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Unisex-Crocband-White-Women/dp/B002KAODE2/ref=sr_1_177?qid=1679148625&s=shoes&sr=1-177,3.7,562,"?1,747","?3,495"
141,Hush Puppies Men Oily Fisherman Loafers,1,7,https://m.media-amazon.com/images/I/81RNago0JTL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Fisherman-Leather-Athletic/dp/B00LA4YEMK/ref=sr_1_179?qid=1679148625&s=shoes&sr=1-179,4,896,"?1,917","?3,499"
142,Sparx Men's Mesh Running Shoes,1,7,https://m.media-amazon.com/images/I/91w8CvHmflL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-Black-Sneakers-UK/dp/B00IZ958M8/ref=sr_1_180?qid=1679148625&s=shoes&sr=1-180,4.1,"2,350",?816,?975
143,StreetLookTrendy Sneakers Shoes for Men's & Boys Grey,1,7,https://m.media-amazon.com/images/I/71MCI6VJVAL._AC_UL320_.jpg,https://www.amazon.in/StreetLookTrendy-Sneakers-Shoes-Mens-Boys/dp/B0BH1851WG/ref=sr_1_181?qid=1679148625&s=shoes&sr=1-181,3.3,4,?779,"?1,299"
144,KazarMax Light Weight Clogs | Sandals for Mens,1,7,https://m.media-amazon.com/images/I/51k784DFnRL._AC_UL320_.jpg,https://www.amazon.in/KazarMax-Black-Ombre-Weight-Sandals/dp/B08F9JP1V9/ref=sr_1_182?qid=1679148625&s=shoes&sr=1-182,3.7,985,?929,"?1,999"
145,Woodland Mens Gc 3013118 Moccasins,1,7,https://m.media-amazon.com/images/I/71s5sT9ROAL._AC_UL320_.jpg,https://www.amazon.in/Woodland-Dnavy-Moccasins-10-3013118_DNAVY/dp/B08N11YWW3/ref=sr_1_183?qid=1679148625&s=shoes&sr=1-183,4,161,"?2,397","?3,995"
146,BATA Mens Mesh Mushy Sneaker,1,7,https://m.media-amazon.com/images/I/61D5JyuojVL._AC_UL320_.jpg,https://www.amazon.in/Bata-Male-MUSHY-Black-Loafer/dp/B0987RX7V1/ref=sr_1_184?qid=1679148625&s=shoes&sr=1-184,3.8,"2,109",?479,?599
147,Bata mens NU DRIVER Black Sneaker - 8 UK (8526821),1,7,https://m.media-amazon.com/images/I/61Nr4bStWYS._AC_UL320_.jpg,https://www.amazon.in/BATA-Driver-Black-Sneaker-8526821/dp/B096BG23PL/ref=sr_1_185?qid=1679148625&s=shoes&sr=1-185,3.1,170,?413,?599
148,crocs Unisex-Adult Crocband BBT Clog,1,7,https://m.media-amazon.com/images/I/51B9mBM1EsL._AC_UL320_.jpg,https://www.amazon.in/crocs-Crocband-White-Clogs-11016-100/dp/B08CP2MTLB/ref=sr_1_186?qid=1679148625&s=shoes&sr=1-186,4.2,"1,165","?1,747","?3,495"
149,"Liberty Warrior 88-46HSTG Jungle Boot for Men, Olive Green Men Canvas Boot",1,7,https://m.media-amazon.com/images/I/91np15glruL._AC_UL320_.jpg,https://www.amazon.in/Liberty-Warrior-88-46HSTG-Casual-Shoes/dp/B07TX1ZZWP/ref=sr_1_187?qid=1679148625&s=shoes&sr=1-187,4.2,"2,804",,"?2,099"
150,Skechers Mens Track Sneaker,1,7,https://m.media-amazon.com/images/I/813dnvD0XUL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Runner-Lace-up-Sneaker-Charcoal/dp/B08Z9ZRBR8/ref=sr_1_188?qid=1679148625&s=shoes&sr=1-188,4.3,443,"?2,879","?4,799"
151,Sparx Mens Sm-747 Casual Shoes,1,7,https://m.media-amazon.com/images/I/71HHkN+UvmL._AC_UL320_.jpg,https://www.amazon.in/Sparx-SM-747-White-Casual-SD0747G/dp/B0B88R59PS/ref=sr_1_189?qid=1679148625&s=shoes&sr=1-189,3.9,143,?825,?949
152,crocs unisex-adult Classic Slipper,1,7,https://m.media-amazon.com/images/I/61REicIJjJL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Unisex-Adult-Synthetic-Classic-Slide/dp/B09GRDCRWV/ref=sr_1_191?qid=1679148625&s=shoes&sr=1-191,4.2,"8,636","?1,048","?2,495"
153,Ortho + Rest Men's Soft Comfortable Lightweight Without Lace Walking Shoes,1,7,https://m.media-amazon.com/images/I/61RNpxoMFyL._AC_UL320_.jpg,https://www.amazon.in/Ortho-Rest-comfortable-lightweight-mocassion/dp/B0BNXFMCQ4/ref=sr_1_192?qid=1679148625&s=shoes&sr=1-192,3.1,31,?629,"?1,299"
154,Red Chief Leather with Lace Casual Shoes for Men RC3520,1,7,https://m.media-amazon.com/images/I/71skIZ6wsjL._AC_UL320_.jpg,https://www.amazon.in/Red-Chief-Sneakers-7-RC3520-107/dp/B075LDTQPZ/ref=sr_1_193?qid=1679148625&s=shoes&sr=1-193,3.8,"2,033","?2,384","?4,499"
155,Puma Unisex-Adult Rebound Joy White Black-High Risk Red White Sneaker - 4 UK (37476509),1,7,https://m.media-amazon.com/images/I/71l7XL5BSaL._AC_UL320_.jpg,https://www.amazon.in/Puma-374765_09-Rebound-Joy/dp/B08MR24BST/ref=sr_1_194?qid=1679148625&s=shoes&sr=1-194,4.6,6,"?2,249","?5,499"
156,Knoos Men's Loafer,1,7,https://m.media-amazon.com/images/I/71tsYtPJfyL._AC_UL320_.jpg,https://www.amazon.in/Knoos-Comfort-Casual-Loafers-BOB1012-TAN-7/dp/B07H98FBY5/ref=sr_1_195?qid=1679148625&s=shoes&sr=1-195,3.7,"21,150",?538,?999
